,Id,Name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
48420,48420,ShreeSagar,No,No,2.9,16,Yeshwantpur,Casual Dining,NA,"South Indian, North Indian, Chinese",450,Dine-out
48421,48421,SouthSaviruchi,No,No,3.3,7,Jalahalli,Quick Bites,NA,South Indian,250,Dine-out
48422,48422,ChetasKitchen,Yes,No,3.9,78,Yelahanka,Quick Bites,"Appam, Fish Curry, Fish Fry, Pothichoru","Kerala, South Indian, Seafood",350,Dine-out
48423,48423,Hattke,No,No,3.5,27,Sahakara Nagar,Quick Bites,NA,"North Indian, South Indian",350,Dine-out
48424,48424,DelightFastFoodRestaurant,Yes,No,2.8,36,Yeshwantpur,Casual Dining,NA,"North Indian, Chinese",550,Dine-out
48425,48425,PRSIndianFoodRestaurant,Yes,No,2.9,49,Yeshwantpur,Quick Bites,NA,"Chinese, North Indian, South Indian",200,Dine-out
48426,48426,TastyBox,Yes,No,3.0,29,Sanjay Nagar,Quick Bites,NA,"North Indian, Chinese, Seafood",500,Dine-out
48427,48427,KamatUpahaar,No,No,2.8,28,Jalahalli,Quick Bites,NA,"South Indian, North Indian",200,Dine-out
48428,48428,StarFoodCounty,Yes,No,3.4,11,Sanjay Nagar,Kiosk,NA,Fast Food,300,Dine-out
48429,48429,Sketches,No,No,3.5,14,Sahakara Nagar,Quick Bites,NA,"South Indian, Fast Food",350,Dine-out
48430,48430,KurryWheels,Yes,No,3.4,8,North Bangalore,Food Truck,NA,"North Indian, Chinese",200,Dine-out
48433,48433,NaturalVeg,Yes,No,3.1,22,Sanjay Nagar,Quick Bites,NA,"North Indian, Street Food",250,Dine-out
48436,48436,TheHigherTaste,No,No,3.3,6,Sanjay Nagar,Quick Bites,NA,"North Indian, Fast Food",350,Dine-out
48439,48439,KolkataFamousKatiRolls,Yes,No,3.8,79,Hebbal,Quick Bites,NA,"Fast Food, Rolls",200,Dine-out
48440,48440,SKSVegCorner,Yes,No,3.4,43,Sahakara Nagar,Quick Bites,NA,South Indian,300,Dine-out
48441,48441,BengaluruCafe,No,No,3.3,4,Sanjay Nagar,Quick Bites,NA,South Indian,150,Dine-out
48448,48448,Lasagna,No,No,0.0,0,Sahakara Nagar,Quick Bites,NA,Italian,300,Dine-out
48449,48449,AbzainParadise,No,No,2.9,42,Sanjay Nagar,Quick Bites,NA,North Indian,300,Dine-out
48453,48453,MabraFamilyRestaurant,Yes,No,3.1,33,Sanjay Nagar,Quick Bites,NA,"North Indian, Chinese",450,Dine-out
48454,48454,NewGoldenEmperor,Yes,No,3.7,229,Yeshwantpur,Quick Bites,NA,"North Indian, Chinese, Fast Food",400,Dine-out
48463,48463,ObsidianSportsandMusicBarGokulamGrandHotel,No,No,3.7,37,New BEL Road,Lounge,NA,Continental,2000,Drinks & nightlife
48464,48464,GillysRestobar,No,Yes,4.5,2732,New BEL Road,"Pub, Casual Dining","Biryani, Beer, Murgh Platter, Cocktails, Pizza, Burgers, Drunken Chicken","Continental, Finger Food, North Indian, Chinese",1200,NA
48466,48466,ChapterOneBarMaiin,No,Yes,4.2,997,New BEL Road,"Bar, Casual Dining","Chilli Potatoes, Pasta, Pizza, Murgh Ghee Roast, Beer, Cocktails, Roast Chicken","Continental, Italian, North Indian",1400,NA
48468,48468,ThePub,No,No,4.3,969,New BEL Road,Pub,"Biryani, Cocktails, Mocktails, Chilli Chicken, Wheat Beer, Chicken Wings, Devils Chicken","Chinese, Continental, North Indian",1400,Pubs and bars
48469,48469,Hammered,Yes,Yes,4.5,2935,New BEL Road,"Pub, Cafe","Mocktails, Cocktails, Pasta, Beer, Tacos, Pizza, Chicken Guntur","North Indian, Continental, Cafe",1200,NA
48471,48471,ChinLungRestoBar,No,No,4.0,307,New BEL Road,"Casual Dining, Bar","Murgh Ghee Roast, Pasta, Buffalo Wings, Dragon Chicken, Pizza, Mocktails, Fish","North Indian, Chinese, Fast Food",1000,Pubs and bars
48472,48472,BlackJack,No,No,3.7,318,New BEL Road,Bar,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese",1400,Pubs and bars
48473,48473,B,Yes,Yes,3.9,123,New BEL Road,Pub,Beer,"Continental, Burger, Italian, Pizza, North Indian, Salad",1100,Pubs and bars
48542,48542,Starbucks,No,No,4.2,591,Indiranagar,Cafe,"Coffee, Hot Chocolate, Chocolate Muffin, Cappuccino, Sandwiches, Latte, Croissants","Cafe, Desserts",700,Cafes
48554,48554,Barista,No,No,3.6,18,Domlur,Cafe,NA,Cafe,300,Cafes
48559,48559,CostaCoffee,No,No,3.8,211,Indiranagar,Cafe,"Cappuccino, Sausage Roll, Chicken Sandwich, Chocolate Muffin, Hot Chocolate, Hot Coffee, Americano",Cafe,500,Cafes
48576,48576,BOXDesiMeals,Yes,No,4.3,464,Old Airport Road,"Takeaway, Delivery","Sandwiches, Chocolava, Salads, Rajma, Halwa, Biryani, Chicken Curry","North Indian, Mughlai, Fast Food",500,Delivery
48579,48579,GharKiRasoi,Yes,No,3.1,50,Indiranagar,Delivery,NA,"North Indian, Chinese, Italian",500,Delivery
48581,48581,DinePost,Yes,No,3.8,798,Marathahalli,Delivery,"Chicken Manchurian, Biryani, Chicken Butter Masala, Tandoori Chicken, Paneer Curry, Dal Fry, Gulab Jamun","North Indian, South Indian, Chinese, Continental",450,Delivery
48583,48583,APizzaandFood,Yes,No,2.8,215,Old Airport Road,Delivery,Pizza,"Pizza, Chinese, North Indian",300,Delivery
48585,48585,NewKrishnaSagar,Yes,No,3.5,35,Indiranagar,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
48587,48587,DalRotiSabji,Yes,No,4.1,86,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",North Indian,150,Delivery
48590,48590,BurgerKing,Yes,No,4.0,1400,Indiranagar,Quick Bites,"Burgers, Tandoori Grill Burger, Mango Shake, Cheesy Fries, Whopper Burger, Chicken Keema Burger, Chicken Crisp Burger","Burger, Fast Food, Beverages",600,Delivery
48597,48597,SriUdupiPark,Yes,No,4.2,781,Indiranagar,Quick Bites,"Idli Vada, Tea, Masala Dosa, Filter Coffee, Pav Bhaji, Kesari Bath, Chaat","South Indian, North Indian, Chinese, Beverages",300,Delivery
48598,48598,ChakumChukumCalcuttaOnARoll,Yes,No,2.8,94,Indiranagar,Quick Bites,"Rolls, Chicken Tikka Roll, Egg Roll, Veggie Roll","Fast Food, Rolls",400,Delivery
48599,48599,KababSouq,Yes,No,3.8,315,Thippasandra,Quick Bites,"Chicken Grill, Shawarma, Naan","North Indian, Chinese, Arabian, BBQ, Middle Eastern",400,Delivery
48601,48601,FirangiBake,Yes,No,3.9,58,Indiranagar,Delivery,Lasagne,"Mexican, Italian",600,Delivery
48602,48602,MidnightMania,Yes,No,4.0,731,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Margherita Pizza","Pizza, Italian, Beverages",700,Delivery
48603,48603,FreshAahar,Yes,No,3.9,43,Indiranagar,"Takeaway, Delivery",NA,"Biryani, Mangalorean, Kerala",400,Delivery
48604,48604,LionKing,Yes,No,3.8,76,Kaggadasapura,Quick Bites,"Chicken Noodle, Momos","Chinese, Momos",250,Delivery
48605,48605,PunjabiTandoor,Yes,No,3.6,251,Kaggadasapura,Casual Dining,"Lassi, Tandoori Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Paneer Manchurian, Egg Curry","North Indian, Chinese",700,Delivery
48609,48609,KhanSahebGrillsandRolls,Yes,No,4.0,1074,Indiranagar,Quick Bites,"Rolls, Beda Roti, Kathi Roll, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Mutton Kebab Roll","Fast Food, Rolls",400,Delivery
48610,48610,BehrouzBiryani,Yes,No,4.0,88,Old Airport Road,Delivery,"Biryani, Gulab Jamun, Raita",Biryani,650,Delivery
48613,48613,TripuraExpress,Yes,No,3.0,168,Old Airport Road,"Takeaway, Delivery",NA,"Pizza, Beverages",450,Delivery
48615,48615,FoodIshq,Yes,No,4.0,175,Kaggadasapura,Delivery,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",North Indian,450,Delivery
48617,48617,MojoPizzaXToppings,Yes,No,4.2,227,Old Airport Road,"Takeaway, Delivery","Chocolava Cake, Veggie Pizza, Exotic Garlic Bread, Pepperoni, Bbq Chicken Pizza, Brownie Chocolate",Pizza,600,Delivery
48621,48621,KundaBiryani,Yes,No,3.8,198,CV Raman Nagar,Casual Dining,"Mutton Biryani, Chicken Boneless Biryani, Dum Biryani","Hyderabadi, Biryani, North Indian",800,Delivery
48624,48624,MeghanaFoods,Yes,Yes,4.2,1774,Indiranagar,Casual Dining,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Hyderabadi Biryani, Prawn Biryani, Raita",North Indian,800,Delivery
48625,48625,Paradise,Yes,No,4.0,3268,Indiranagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800,Delivery
48626,48626,Maravanthe,Yes,Yes,4.4,711,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean",1000,Delivery
48627,48627,VSVChettinad,Yes,No,3.3,73,Kaggadasapura,Casual Dining,Rolls,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",600,Delivery
48630,48630,HongkongGarden,Yes,No,3.9,310,Kaggadasapura,Casual Dining,"Spring Roll, Chop Suey, Manchow Soup, American Chopsuey","Chinese, Thai, Seafood, Momos",500,Delivery
48633,48633,Potful,Yes,No,4.1,1135,Domlur,Delivery,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun","Biryani, Kebab, Rolls, Mughlai",650,Delivery
48634,48634,TheGoodBowl,Yes,No,3.7,15,Indiranagar,"Takeaway, Delivery",NA,"Italian, North Indian, Biryani",500,Delivery
48637,48637,KyaKhaoge,Yes,No,3.8,69,Old Airport Road,Delivery,"Bhatti Chicken, Chole, Shahi Tukda","North Indian, Chinese",300,Delivery
48639,48639,BathindaDine,Yes,No,4.1,760,Indiranagar,Casual Dining,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Amritsari Kulcha",North Indian,950,Delivery
48643,48643,DonneBiriyaniMane,Yes,No,3.8,149,Indiranagar,Quick Bites,"Donne Biryani, Pepper Chicken, Chicken Biryani Combo, Chicken Fry","Biryani, Mughlai",350,Delivery
48645,48645,TacoBell,Yes,No,4.1,393,Indiranagar,Quick Bites,"Tacos, Fries, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Crispy Chicken, Salsa","Mexican, American, Fast Food",600,Delivery
48650,48650,HungreeBelly,Yes,Yes,3.9,633,Kaggadasapura,Casual Dining,"Chaat, Samosa, Gulab Jamun, Pudina Chicken, Butter Chicken, Chole Bhature, Pasta","Continental, North Indian, Chinese, Bengali",800,Delivery
48652,48652,MoonlightKitchens,Yes,No,3.9,128,Old Airport Road,Delivery,Chilli Chicken,"North Indian, Chinese",400,Delivery
48656,48656,AshaSweetsCenter,Yes,No,4.1,61,Indiranagar,Takeaway,"Badam Milk, Kulfi, Rasmalai, Rasgulla, Masala Poori",Street Food,200,Delivery
48659,48659,KFsBiryanisandKababs,Yes,No,3.4,17,Koramangala 4th Block,Quick Bites,NA,"Biryani, Kebab",400,Delivery
48660,48660,Onesta,Yes,Yes,4.3,4709,Indiranagar,"Casual Dining, Cafe","Bbq Pizza, Choux Pastry, Bbq Chicken, Tiramisu, Barbeque Chicken, Chicken Calzone, Pasta","Pizza, Cafe, Italian",600,NA
48665,48665,SPDumBiryani,Yes,No,3.3,77,Jeevan Bhima Nagar,Delivery,NA,Biryani,400,Delivery
48666,48666,NightFoodJoint,Yes,No,2.8,295,Marathahalli,Delivery,"Paratha, Noodles","North Indian, Chinese",500,Delivery
48667,48667,NammaMadurai,Yes,No,3.0,179,Kaggadasapura,Quick Bites,"Appam, Masala Dosa, Tea, Coffee",South Indian,200,Delivery
48670,48670,SriUdupiDeluxe,No,No,3.5,11,Marathahalli,Quick Bites,NA,"North Indian, Chinese, South Indian, Fast Food",400,Delivery
48672,48672,ShahiDarbar,Yes,No,3.2,5,Ejipura,Quick Bites,NA,"Chinese, North Indian",300,Delivery
48673,48673,DabaDelights,Yes,No,3.3,9,Koramangala 4th Block,Delivery,NA,"North Indian, Mughlai",400,Delivery
48676,48676,FiveStarChicken,Yes,No,3.7,69,Jeevan Bhima Nagar,Quick Bites,NA,"Fast Food, Burger",300,Delivery
48677,48677,FoodLover,Yes,No,3.7,35,Indiranagar,Quick Bites,NA,"North Indian, Chinese",400,Delivery
48678,48678,ChaiPoint,Yes,No,4.3,179,Indiranagar,"Beverage Shop, Quick Bites","Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav","Fast Food, Beverages",250,Delivery
48680,48680,Shalimar,Yes,No,4.0,160,Indiranagar,Casual Dining,"Sea Food, Murgh Ghee Roast, Masala Peanuts, Beer, Roti","North Indian, Chinese, Seafood",700,Delivery
48681,48681,PizzaJointFoodJunction,Yes,No,3.1,8,Indiranagar,Quick Bites,NA,"Fast Food, Pizza",350,Delivery
48682,48682,NightFoodDelivery,Yes,No,2.9,24,Indiranagar,Delivery,NA,"Burger, Rolls, Sandwich, North Indian",500,Delivery
48684,48684,PizzaHut,Yes,No,3.7,835,Indiranagar,Casual Dining,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza","Pizza, Fast Food",750,Delivery
48685,48685,ImperialRestaurant,Yes,No,3.9,241,Indiranagar,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab","North Indian, Chinese, Mughlai, Seafood",800,Delivery
48687,48687,PurpleBasilin,Yes,No,4.4,460,Indiranagar,Delivery,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad","Healthy Food, Desserts",500,Delivery
48689,48689,Kokomo,Yes,No,4.0,196,Koramangala 6th Block,Delivery,"Thai Chicken, Momos","Thai, Chinese",500,Delivery
48692,48692,FeelHome,Yes,No,3.6,42,Marathahalli,"Takeaway, Delivery",Thali,"North Indian, Chinese",300,Delivery
48693,48693,PreRitsFoodFactory,Yes,No,3.7,74,Indiranagar,Delivery,"Biryani, Kerala Parotta, Chilli Chicken, Paratha","North Indian, Chinese",300,Delivery
48694,48694,Bangaliana,Yes,No,3.7,15,Indiranagar,Quick Bites,NA,Bengali,500,Delivery
48696,48696,UBQbyBarbequeNation,Yes,No,3.6,17,Indiranagar,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450,Delivery
48697,48697,ThaiChy,Yes,Yes,4.3,451,Indiranagar,Casual Dining,"Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Momos, Dimsum Platter, Mocktails","Thai, Asian, Indonesian",1200,Delivery
48709,48709,IndianaBurgers,Yes,No,3.2,50,Domlur,Delivery,"Burgers, Chicken Whopper Burger",Burger,300,Delivery
48710,48710,SeafoodPlace,Yes,No,4.1,298,Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800,Delivery
48711,48711,LepchaFoodsRefreshment,Yes,No,3.4,23,Thippasandra,"Takeaway, Delivery",NA,"Chinese, Momos",350,Delivery
48716,48716,BangaloreMandarin,Yes,No,4.2,985,Indiranagar,Casual Dining,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Veg Manchow Soup, Hakka Noodles, Clear Soup, Singapore Noodles","Chinese, Seafood",1100,Delivery
48717,48717,BiryaniTrip,Yes,No,4.0,64,Indiranagar,Delivery,"Raita, Chicken Biryani",Biryani,400,Delivery
48719,48719,CupcakeBliss,Yes,No,3.6,8,Domlur,Delivery,NA,Bakery,250,Delivery
48724,48724,Healthie,Yes,No,3.9,194,Indiranagar,Delivery,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich","Healthy Food, Beverages",600,Delivery
48725,48725,SamosaSingh,Yes,No,3.7,47,Thippasandra,Delivery,NA,"Street Food, Beverages",150,Delivery
48726,48726,ThalisOfIndia,Yes,No,3.4,21,Indiranagar,Delivery,NA,"South Indian, North Indian, Beverages",500,Delivery
48732,48732,MotaBawarchi,Yes,No,3.8,57,Indiranagar,"Takeaway, Delivery","Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara","North Indian, Fast Food",500,Delivery
48733,48733,LassiShop,Yes,No,4.0,215,Jeevan Bhima Nagar,Beverage Shop,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi","Beverages, Juices, Ice Cream",100,Delivery
48735,48735,Suryawanshi,Yes,No,4.1,453,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700,Delivery
48739,48739,Subway,Yes,No,3.6,108,CV Raman Nagar,Quick Bites,Sandwich,"Healthy Food, Sandwich, Salad",500,Delivery
48742,48742,Faasos,Yes,No,4.1,112,Thippasandra,Quick Bites,"Chicken Wrap, Rolls, Chicken Overload, Falafel, Paratha, Paneer Wrap, Veggie Wrap","North Indian, Biryani, Fast Food",500,Delivery
48743,48743,BFCFamilyRestaurant,Yes,No,3.2,426,Kaggadasapura,Casual Dining,"Ghee Rice, Paratha, Shawarma, Butter Chicken, Tandoori Chicken, Chicken Grill, Chicken Tikka Biryani","North Indian, Biryani, Chinese, Rolls",600,Delivery
48744,48744,WoodfirePizza,Yes,No,3.3,32,Thippasandra,Delivery,NA,"Pizza, Fast Food",400,Delivery
48746,48746,Annabell,Yes,No,4.0,269,Indiranagar,"Quick Bites, Beverage Shop","Burgers, Sandwiches, Pizza, Beef Burger, French Fries, Chicken Bbq Burger, Lamb Burger","Fast Food, Burger, Beverages",800,Delivery
48758,48758,DesiChinesekitchen,Yes,No,4.0,27,Indiranagar,Casual Dining,NA,"Chinese, Asian",700,Delivery
48761,48761,KickOuttheJams,Yes,No,4.0,528,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350,Delivery
48764,48764,CrunchPizzasExpressDelivery,Yes,No,3.0,239,Indiranagar,Delivery,"Pizza, Pepperoni",Pizza,500,Delivery
48765,48765,AssiTussiLassi,Yes,No,3.7,27,Ejipura,Beverage Shop,NA,"Beverages, Fast Food, Ice Cream",200,Delivery
48771,48771,KarachiBakery,Yes,No,3.9,63,Indiranagar,"Bakery, Quick Bites","Pasta, Pesto Pizza","Bakery, Fast Food, Beverages, Desserts",500,Delivery
48772,48772,YumYumDilli,Yes,No,3.6,54,Indiranagar,Delivery,NA,North Indian,500,Delivery
48773,48773,CoastalDelight,Yes,No,4.1,198,Indiranagar,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry","Seafood, South Indian, North Indian, Mangalorean, Chinese",650,Delivery
48775,48775,AutoExpressHotDogs,Yes,No,3.7,19,Indiranagar,"Takeaway, Delivery",NA,"Fast Food, Hot dogs",300,Delivery
48779,48779,LittleKolkata,Yes,No,3.9,96,Ejipura,Quick Bites,"Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",500,Delivery
48784,48784,GlensBakehouse,Yes,No,4.3,5352,Indiranagar,"Bakery, Cafe","Coffee, Pizza, Cheesecake, Pasta, Potato Salad, Sandwiches, Chicken Pot Pie","Bakery, Cafe, Italian, Desserts",600,NA
48786,48786,NotJustParathas,Yes,No,3.8,170,Kaggadasapura,Quick Bites,"Paratha, Lassi, Panneer Butter Masala, Tandoori Roti","North Indian, Chinese",500,Delivery
48787,48787,SweetTruth,Yes,No,3.9,29,Thippasandra,Bakery,NA,"Bakery, Desserts",500,Delivery
48788,48788,RollErDokaan,Yes,No,3.9,139,Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Double Egg Roll","Street Food, Rolls",300,Delivery
48790,48790,GokulKuteera,Yes,No,3.9,260,Indiranagar,Casual Dining,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali","North Indian, Chinese",650,NA
48793,48793,TasteofAssam,Yes,No,3.3,26,Koramangala 4th Block,Quick Bites,NA,"Assamese, North Indian, Chinese",400,Delivery
48794,48794,WowParatha,Yes,No,3.9,38,Jeevan Bhima Nagar,Delivery,NA,North Indian,400,Delivery
48795,48795,MisalDarbar,Yes,No,3.0,25,Indiranagar,Quick Bites,NA,Maharashtrian,250,Delivery
48796,48796,GowdruHotel,Yes,No,3.9,203,Indiranagar,Quick Bites,"Mutton Chops, Mutton Fry, Brain Fry, Mutton Masala, Mutton Curry, Donne Biryani, Chicken Curry",South Indian,400,Delivery
48798,48798,Stoner,Yes,No,4.4,2699,Indiranagar,Dessert Parlor,"Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava","Ice Cream, Pizza, Beverages",550,Delivery
48801,48801,Dhyaana,Yes,No,4.3,156,Indiranagar,Cafe,"Paneer Roll, Momos, Corn Bhel, Thali, Chai, Momo Platter, Corn Momo","Cafe, Healthy Food, Fast Food, Beverages",600,Delivery
48802,48802,FrozenBottle,Yes,No,4.1,174,Indiranagar,Beverage Shop,"Ferrero Rocher, Belgian Chocolate, Brownie, Milk Shake, Cake Jar, Salted Caramel, Chocolate Hazelnut","Beverages, Desserts, Ice Cream",400,Delivery
48806,48806,NorthIndies,Yes,No,3.8,27,Kaggadasapura,Quick Bites,NA,North Indian,450,Delivery
48808,48808,Taiki,Yes,Yes,4.4,139,Indiranagar,Casual Dining,"Sushi, Ramen, Bibimbap, Salmon, Dumplings, Tempura, Yaki Soba","Asian, Japanese, Korean, Thai, Sushi",1200,NA
48810,48810,ThaiHouse,Yes,No,4.2,232,Indiranagar,Casual Dining,"Papaya Salad, Tom Yum Prawn, Tom Yum Soup, Pad Thai, Thai Spice, Sea Food, Thai Green Curry",Thai,1500,NA
48816,48816,OvenstoryPizza,Yes,No,4.0,108,Old Airport Road,Delivery,"Pizza, Garlic Bread, Lava Cake",Pizza,800,Delivery
48820,48820,AagamanVeg,Yes,No,4.0,560,Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900,Delivery
48825,48825,ParathaCorner,Yes,No,3.2,23,CV Raman Nagar,Quick Bites,NA,North Indian,150,Delivery
48826,48826,CrunchPizzas,Yes,No,2.9,331,Domlur,Delivery,"Thin Crust Pizza, Pepperoni, Pie","Italian, Pizza",600,Delivery
48829,48829,InnerChef,Yes,No,3.7,271,Indiranagar,Delivery,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken","North Indian, Continental",500,Delivery
48832,48832,Imli,Yes,No,3.8,1850,Indiranagar,Casual Dining,"Potato Fries, Imli, Missi Rotis, Jalebi, Chaat, Shikanji, Ginger Tea","North Indian, Street Food",800,Delivery
48833,48833,SabariJuiceJunction,Yes,No,4.1,132,Jeevan Bhima Nagar,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich","Beverages, Sandwich",250,Delivery
48837,48837,YumYumSouth,Yes,No,3.0,40,Indiranagar,Delivery,NA,South Indian,600,Delivery
48839,48839,CleanBowled,Yes,No,3.4,6,Indiranagar,"Takeaway, Delivery",NA,"Healthy Food, Salad",300,Delivery
48842,48842,GrillHut,Yes,No,3.6,84,Kaggadasapura,Quick Bites,"Rolls, Chicken Roll, Chicken Baida Roti","Fast Food, Rolls",350,Delivery
48846,48846,Yomama,No,No,4.0,341,Indiranagar,Quick Bites,"Burgers, Pancakes, Steak, Beef Burger, Oreo Thick Shakes, Chicken Juicy Burger, Pasta","Continental, Burger, Cafe, Steak",800,Delivery
48847,48847,NewTandoor,Yes,No,3.5,293,CV Raman Nagar,Casual Dining,"Rolls, Butter Naan, Shawarma, Tandoori Chicken, Biryani, Rumali Roti, Sweet Corn Soup","North Indian, Chinese, Mughlai, Rolls",550,Delivery
48848,48848,EatFood,Yes,No,0.0,0,Indiranagar,Delivery,NA,"North Indian, Fast Food, Biryani, Beverages",400,Delivery
48850,48850,CafeCoffeeDay,Yes,No,3.7,72,Indiranagar,Cafe,"Coffee, Brownie","Cafe, Fast Food",900,Delivery
48851,48851,VimmisCafe,Yes,No,2.7,30,Indiranagar,"Takeaway, Delivery",NA,American,500,Delivery
48853,48853,ManjusKitchen,Yes,No,3.3,14,Indiranagar,Quick Bites,NA,Chinese,300,Delivery
